City,Attraction,Type,Latitude,Longitude,Indoor/Outdoor
Paris,Musée de l'Orangerie,Museum,48.8638,2.3226,Indoor
Paris,Parc des Buttes-Chaumont,Park,48.8809,2.3825,Outdoor
Tokyo,Tokyo Tower,Landmark,35.6586,139.7454,Outdoor
Tokyo,Senso-ji Temple,Historic,35.7148,139.7967,Indoor
Tokyo,Meiji Shrine,Historic,35.6764,139.6993,Indoor
Tokyo,Tokyo Skytree,Landmark,35.7101,139.8107,Outdoor
Tokyo,Shinjuku Gyoen,Park,35.6852,139.7101,Outdoor
Tokyo,Tsukiji Market,Neighborhood,35.6655,139.7708,Indoor
Tokyo,Ueno Park,Park,35.7148,139.7740,Outdoor
Tokyo,Ginza,Neighborhood,35.6719,139.7640,Outdoor
Tokyo,Imperial Palace,Historic,35.6852,139.7528,Indoor
Tokyo,Roppongi Hills,Neighborhood,35.6605,139.7292,Indoor
Tokyo,Akihabara,Neighborhood,35.7023,139.7745,Outdoor
Tokyo,Odaiba,Neighborhood,35.6269,139.7758,Outdoor
Tokyo,Nakamise Street,Neighborhood,35.7140,139.7960,Outdoor
Tokyo,Shibuya Crossing,Landmark,35.6595,139.7005,Outdoor
Tokyo,Tokyo Disneyland,Park,35.6329,139.8804,Outdoor
Tokyo,Tokyo National Museum,Museum,35.7188,139.7769,Indoor
Tokyo,Edo-Tokyo Museum,Museum,35.6969,139.7960,Indoor
Tokyo,Rikugien Garden,Park,35.7333,139.7401,Outdoor
Tokyo,Yasukuni Shrine,Historic,35.6939,139.7537,Indoor
Tokyo,Nikko Day Trip,Historic,36.7191,139.6983,Outdoor
Tokyo,Mount Takao,Park,35.6253,139.2437,Outdoor
Tokyo,TeamLab Borderless,Museum,35.6266,139.7766,Indoor
Tokyo,Omoide Yokocho,Neighborhood,35.6935,139.7014,Outdoor
Tokyo,Shinjuku Golden Gai,Neighborhood,35.6937,139.7026,Outdoor
Tokyo,Roppongi Art Triangle,Museum,35.6627,139.7309,Indoor
New York,Statue of Liberty,Landmark,40.6892,-74.0445,Outdoor
New York,Metropolitan Museum of Art,Museum,40.7794,-73.9632,Indoor
New York,Central Park,Park,40.7851,-73.9683,Outdoor
New York,Times Square,Neighborhood,40.7580,-73.9855,Outdoor
New York,Empire State Building,Landmark,40.7484,-73.9857,Indoor
New York,American Museum of Natural History,Museum,40.7813,-73.9739,Indoor
New York,One World Trade Center,Landmark,40.7127,-74.0134,Indoor
New York,Brooklyn Bridge,Landmark,40.7061,-73.9969,Outdoor
New York,High Line,Park,40.7479,-74.0048,Outdoor
New York,Bryant Park,Park,40.7536,-73.9832,Outdoor
New York,MOMA Museum,Museum,40.7614,-73.9776,Indoor
New York,Rockefeller Center,Landmark,40.7587,-73.9787,Indoor
New York,Fifth Avenue,Neighborhood,40.7745,-73.9654,Outdoor
New York,Coney Island,Park,40.5749,-73.9850,Outdoor
New York,Wall Street,Neighborhood,40.7074,-74.0113,Outdoor
New York,Grand Central Terminal,Historic,40.7527,-73.9772,Indoor
New York,Chrysler Building,Landmark,40.7516,-73.9755,Indoor
New York,Broadway Theaters,Neighborhood,40.7590,-73.9845,Indoor
New York,Brooklyn Botanic Garden,Park,40.6694,-73.9624,Outdoor
New York,St. Patrick's Cathedral,Historic,40.7585,-73.9750,Indoor
New York,Intrepid Sea Air Museum,Museum,40.7645,-73.9993,Indoor
New York,Washington Square Park,Park,40.7308,-73.9973,Outdoor
New York,Flatiron Building,Landmark,40.7411,-73.9897,Outdoor
New York,New York Public Library,Museum,40.7532,-73.9822,Indoor
New York,The Cloisters,Museum,40.8649,-73.9316,Indoor
Dubai,Burj Khalifa,Landmark,25.1972,55.2744,Indoor
Dubai,Burj Al Arab,Landmark,25.1412,55.1853,Indoor
Dubai,The Dubai Mall,Neighborhood,25.1972,55.2796,Indoor
Dubai,Dubai Fountain,Landmark,25.1975,55.2796,Outdoor
Dubai,Dubai Marina,Neighborhood,25.0780,55.1402,Outdoor
Dubai,Madinat Jumeirah,Neighborhood,25.1301,55.2168,Outdoor
Dubai,Jumeirah Beach,Park,25.1410,55.1853,Outdoor
Dubai,Souk Madinat,Neighborhood,25.1298,55.2180,Indoor
Dubai,Dubai Opera,Historic,25.2053,55.2722,Indoor
Dubai,Al Fahidi Historic District,Historic,25.2631,55.2979,Indoor
Dubai,Global Village,Neighborhood,25.0657,55.2390,Outdoor
Dubai,Ski Dubai,Park,25.1153,55.2003,Indoor
Dubai,Aquaventure Waterpark,Park,25.1305,55.1175,Outdoor
Dubai,Dubai Frame,Landmark,25.2345,55.3278,Outdoor
Dubai,Dubai Miracle Garden,Park,25.0641,55.2463,Outdoor
Dubai,IMG Worlds of Adventure,Park,25.1125,55.3103,Indoor
Dubai,City Walk,Neighborhood,25.2048,55.2694,Outdoor
Dubai,La Mer,Neighborhood,25.2220,55.2887,Outdoor
Dubai,Dubai Museum,Historic,25.2632,55.2970,Indoor
Dubai,Jumeirah Mosque,Historic,25.2289,55.2714,Indoor
Dubai,The Palm Jumeirah,Neighborhood,25.1120,55.1388,Outdoor
Dubai,Dubai Aquarium & Underwater Zoo,Park,25.1972,55.2786,Indoor
Dubai,Mall of the Emirates,Neighborhood,25.1180,55.2003,Indoor
Dubai,Alserkal Avenue,Neighborhood,25.2193,55.2965,Indoor
Dubai,Dubai Creek,Landmark,25.2697,55.3094,Outdoor
Rome,Colosseum,Historic,41.8902,12.4922,Outdoor
Rome,Vatican Museums,Museum,41.9065,12.4536,Indoor
Rome,St. Peter's Basilica,Historic,41.9022,12.4539,Indoor
Rome, Pantheon,Historic,41.8986,12.4769,Indoor
Rome,Trevi Fountain,Landmark,41.9009,12.4833,Outdoor
Rome,Spanish Steps,Landmark,41.9059,12.4823,Outdoor
Rome,Roman Forum,Historic,41.8925,12.4853,Outdoor
Rome,Castel Sant'Angelo,Historic,41.9039,12.4663,Indoor
Rome,Piazza Navona,Neighborhood,41.8992,12.4731,Outdoor
Rome,Borghese Gallery,Museum,41.9142,12.4922,Indoor
Rome,Basilica di Santa Maria Maggiore,Historic,41.8979,12.4989,Indoor
Rome,Campo de' Fiori,Neighborhood,41.8981,12.4723,Outdoor
Rome,Trastevere,Neighborhood,41.8896,12.4703,Outdoor
Rome,Janiculum Hill,Park,41.8948,12.4663,Outdoor
Rome,Villa Borghese Gardens,Park,41.9141,12.4922,Outdoor
Rome,Piazza Venezia,Neighborhood,41.8949,12.4853,Outdoor
Rome,Piazza del Popolo,Neighborhood,41.9100,12.4769,Outdoor
Rome,Circus Maximus,Park,41.8871,12.4852,Outdoor
Rome,Capitoline Museums,Museum,41.8931,12.4823,Indoor
Rome,Appian Way,Historic,41.8676,12.5091,Outdoor
Rome,Piazza della Repubblica,Neighborhood,41.9034,12.4961,Outdoor
Rome,Ostia Antica,Historic,41.7544,12.2995,Outdoor
Rome,Sant'Angelo Bridge,Landmark,41.9033,12.4665,Outdoor
Rome,Testaccio Market,Neighborhood,41.8769,12.4822,Indoor
Rome,MAXXI Museum,Museum,41.9400,12.4663,Indoor
Istanbul,Hagia Sophia,Historic,41.0086,28.9802,Indoor
Istanbul,Topkapi Palace,Historic,41.0115,28.9833,Indoor
Istanbul,Blue Mosque,Historic,41.0055,28.9768,Indoor
Istanbul,Basilica Cistern,Historic,41.0080,28.9770,Indoor
Istanbul,Grand Bazaar,Neighborhood,41.0101,28.9689,Indoor
Istanbul,Sultanahmet Square,Neighborhood,41.0053,28.9769,Outdoor
Istanbul,Galata Tower,Landmark,41.0256,28.9744,Outdoor
Istanbul,Dolmabahce Palace,Historic,41.0391,29.0009,Indoor
Istanbul,Istanbul Modern Museum,Museum,41.0220,29.0320,Indoor
Istanbul,Taksim Square,Neighborhood,41.0369,28.9869,Outdoor
Istanbul,Istiklal Street,Neighborhood,41.0360,28.9853,Outdoor
Istanbul,Bosphorus Bridge,Landmark,41.0452,29.0340,Outdoor
Istanbul,Chora Church,Historic,41.0250,28.9560,Indoor
Istanbul,Spice Bazaar,Neighborhood,41.0166,28.9680,Indoor
Istanbul,Ortakoy Mosque,Historic,41.0475,29.0287,Indoor
Istanbul,Maiden's Tower,Landmark,41.0215,29.0015,Outdoor
Istanbul,Fener & Balat,Neighborhood,41.0263,28.9491,Outdoor
Istanbul,Yerebatan Cami,Historic,41.0081,28.9770,Indoor
Istanbul,Miniaturk,Park,41.0857,28.9013,Outdoor
Istanbul,Prince Islands,Park,40.8700,29.1236,Outdoor
Istanbul,Süleymaniye Mosque,Historic,41.0161,28.9630,Indoor
Istanbul,Istanbul Aquarium,Park,40.9821,28.8280,Indoor
Istanbul,Emirgan Park,Park,41.0956,29.0446,Outdoor
Istanbul,Forum Istanbul Shopping Mall,Neighborhood,41.0783,28.9137,Indoor
Istanbul,Ataturk Olympic Stadium,Landmark,41.1078,28.8417,Outdoor
Bangkok,Grand Palace,Historic,13.7500,100.4913,Indoor
Bangkok,Wat Pho,Historic,13.7467,100.4930,Indoor
Bangkok,Wat Arun,Historic,13.7437,100.4885,Indoor
Bangkok,Chatuchak Market,Neighborhood,13.8477,100.5725,Outdoor
Bangkok,Khao San Road,Neighborhood,13.7590,100.4975,Outdoor
Bangkok,Mahboonkrong (MBK) Center,Neighborhood,13.7462,100.5326,Indoor
Bangkok,Siam Paragon,Neighborhood,13.7460,100.5344,Indoor
Bangkok,Erawan Shrine,Historic,13.7455,100.5390,Indoor
Bangkok,Lumpini Park,Park,13.7300,100.5410,Outdoor
Bangkok,Jim Thompson House,Museum,13.7516,100.5297,Indoor
Bangkok,Asiatique The Riverfront,Neighborhood,13.7055,100.5038,Outdoor
Bangkok,Baiyoke Tower II,Landmark,13.7563,100.5266,Outdoor
Bangkok,Terminal 21,Neighborhood,13.7377,100.5610,Indoor
Bangkok,Chinatown (Yaowarat),Neighborhood,13.7416,100.5101,Outdoor
Bangkok,Vimanmek Mansion,Historic,13.7960,100.5097,Indoor
Bangkok,Wat Saket,Historic,13.7560,100.5030,Indoor
Bangkok,Bangkok Art & Culture Center,Museum,13.7469,100.5340,Indoor
Bangkok,Ancient City,Park,13.6330,100.5900,Outdoor
Bangkok,Suan Pakkad Palace,Museum,13.7567,100.5330,Indoor
Bangkok,Victory Monument,Landmark,13.7643,100.5380,Outdoor
Bangkok,Ratchada Train Night Market,Neighborhood,13.7653,100.5697,Outdoor
Bangkok,Mahanakhon Skywalk,Landmark,13.7230,100.5290,Outdoor
Bangkok,Wat Benchamabophit,Historic,13.7655,100.5146,Indoor
Bangkok,Siam Square,Neighborhood,13.7468,100.5340,Outdoor
Bangkok,Bang Krachao,Park,13.6765,100.5665,Outdoor
Sydney,Sydney Opera House,Historic, -33.8568,151.2153,Indoor
Sydney,Sydney Harbour Bridge,Landmark,-33.8523,151.2108,Outdoor
Sydney,Bondi Beach,Park,-33.8915,151.2767,Outdoor
Sydney,Royal Botanic Garden,Park,-33.8642,151.2166,Outdoor
Sydney,The Rocks,Neighborhood,-33.8590,151.2094,Outdoor
Sydney,Art Gallery of NSW,Museum,-33.8688,151.2170,Indoor
Sydney,Museum of Contemporary Art,Museum,-33.8599,151.2090,Indoor
Sydney,Taronga Zoo,Park,-33.8436,151.2417,Outdoor
Sydney,Darling Harbour,Neighborhood,-33.8732,151.1990,Outdoor
Sydney,SEA LIFE Sydney Aquarium,Park,-33.8691,151.2036,Indoor
Sydney,Sydney Tower Eye,Landmark,-33.8705,151.2086,Outdoor
Sydney,Powerhouse Museum,Museum,-33.8663,151.1950,Indoor
Sydney,Hyde Park,Park,-33.8730,151.2125,Outdoor
Sydney,Luna Park,Park,-33.8489,151.2120,Outdoor
Sydney,Barangaroo,Neighborhood,-33.8595,151.2010,Outdoor
Sydney,Circular Quay,Neighborhood,-33.8588,151.2105,Outdoor
Sydney,Manly Beach,Park,-33.7973,151.2872,Outdoor
Sydney,Watsons Bay,Park,-33.8401,151.2870,Outdoor
Sydney,Royal National Park,Park,-34.0833,151.0667,Outdoor
Sydney,Chinese Garden of Friendship,Park,-33.8735,151.2043,Outdoor
Sydney,Sydney Jewish Museum,Museum,-33.8885,151.2133,Indoor
Sydney,Australian Museum,Museum,-33.8741,151.2065,Indoor
Sydney,Anzac Memorial,Historic,-33.8731,151.2135,Indoor
Sydney,Cockatoo Island,Park,-33.8477,151.1865,Outdoor
Sydney,Wendy’s Secret Garden,Park,-33.8629,151.2137,Outdoor
Singapore,Marina Bay Sands,Landmark,1.2834,103.8607,Indoor
Singapore,Gardens by the Bay,Park,1.2816,103.8636,Outdoor
Singapore,Sentosa Island,Park,1.2494,103.8303,Outdoor
Singapore,Universal Studios Singapore,Park,1.2540,103.8238,Outdoor
Singapore,Singapore Zoo,Park,1.4043,103.7930,Outdoor
Singapore,Orchard Road,Neighborhood,1.3048,103.8318,Outdoor
Singapore,Chinatown,Neighborhood,1.2837,103.8440,Outdoor
Singapore,Little India,Neighborhood,1.3070,103.8497,Outdoor
Singapore,Merlion Park,Landmark,1.2868,103.8545,Outdoor
Singapore,Esplanade – Theatres on the Bay,Landmark,1.2896,103.8558,Indoor
Singapore,Singapore Flyer,Landmark,1.2893,103.8632,Outdoor
Singapore,Clarke Quay,Neighborhood,1.2906,103.8467,Outdoor
Singapore,Raffles Hotel,Historic,1.2931,103.8530,Indoor
Singapore,National Museum of Singapore,Museum,1.2966,103.8495,Indoor
Singapore,Asian Civilisations Museum,Museum,1.2886,103.8496,Indoor
Singapore,Botanic Gardens,Park,1.3138,103.8153,Outdoor
Singapore,Haw Par Villa,Park,1.2772,103.8298,Outdoor
Singapore,Singapore Art Museum,Museum,1.2964,103.8510,Indoor
Singapore,Fort Canning Park,Park,1.2965,103.8479,Outdoor
Singapore,Jewel Changi Airport,Landmark,1.3644,103.9915,Indoor
Singapore,East Coast Park,Park,1.3036,103.9145,Outdoor
Singapore,National Gallery Singapore,Museum,1.2903,103.8516,Indoor
Singapore,Labrador Nature Reserve,Park,1.2733,103.7990,Outdoor
Singapore,Singapore Science Centre,Museum,1.3325,103.7426,Indoor
Singapore,St. Andrew's Cathedral,Historic,1.2892,103.8520,Indoor
Los Angeles,Hollywood Sign,Landmark,34.1341,-118.3215,Outdoor
Los Angeles,Griffith Observatory,Historic,34.1184,-118.3004,Outdoor
Los Angeles,Universal Studios Hollywood,Park,34.1381,-118.3534,Outdoor
Los Angeles,Dodger Stadium,Landmark,34.0739,-118.2390,Outdoor
Los Angeles,Getty Center,Museum,34.0780,-118.4741,Indoor
Los Angeles,Los Angeles County Museum of Art,Museum,34.0638,-118.3589,Indoor
Los Angeles,Venice Beach,Park,33.9850,-118.4695,Outdoor
Los Angeles,Santa Monica Pier,Park,34.0094,-118.4973,Outdoor
Los Angeles,Hollywood Walk of Fame,Neighborhood,34.1016,-118.3269,Outdoor
Los Angeles,Rodeo Drive,Neighborhood,34.0675,-118.4015,Outdoor
Los Angeles,Staples Center,Landmark,34.0430,-118.2673,Indoor
Los Angeles,The Broad,Museum,34.0545,-118.2508,Indoor
Los Angeles,Griffith Park,Park,34.1367,-118.2942,Outdoor
Los Angeles,La Brea Tar Pits,Historic,34.0638,-118.3550,Outdoor
Los Angeles,Walt Disney Concert Hall,Historic,34.0550,-118.2498,Indoor
Los Angeles,Hollywood Bowl,Landmark,34.1122,-118.3391,Outdoor
Los Angeles,Olvera Street,Neighborhood,34.0564,-118.2363,Outdoor
Los Angeles,California Science Center,Museum,34.0156,-118.2866,Indoor
Los Angeles,Exposition Park,Park,34.0167,-118.2873,Outdoor
Los Angeles,Norton Simon Museum,Museum,34.1466,-118.1502,Indoor
Los Angeles,Santa Monica Beach,Park,34.0195,-118.4912,Outdoor
Los Angeles,Angels Flight Railway,Historic,34.0475,-118.2500,Outdoor
Los Angeles,Union Station,Historic,34.0562,-118.2365,Indoor
Los Angeles,Hollywood Forever Cemetery,Park,34.0853,-118.3080,Outdoor
Los Angeles,LACMA, Museum,34.0638,-118.3589,Indoor
Hong Kong,Victoria Peak,Landmark,22.2750,114.1451,Outdoor
Hong Kong,Tian Tan Buddha,Historic,22.2530,113.9185,Outdoor
Hong Kong,Avenue of Stars,Neighborhood,22.2935,114.1710,Outdoor
Hong Kong,Hong Kong Disneyland,Park,22.3120,114.0410,Outdoor
Hong Kong,Star Ferry,Landmark,22.2963,114.1747,Outdoor
Hong Kong,Ngong Ping 360,Landmark,22.2542,113.9117,Outdoor
Hong Kong,Hong Kong Museum of History,Museum,22.3020,114.1855,Indoor
Hong Kong,Lantau Island,Park,22.2500,113.9230,Outdoor
Hong Kong,Temple Street Night Market,Neighborhood,22.2961,114.1696,Outdoor
Hong Kong,Man Mo Temple,Historic,22.2837,114.1500,Indoor
Hong Kong,Victoria Harbour,Landmark,22.2910,114.1719,Outdoor
Hong Kong,Hong Kong Park,Park,22.2796,114.1649,Outdoor
Hong Kong,Ocean Park,Park,22.2475,114.2321,Outdoor
Hong Kong,Hong Kong Science Museum,Museum,22.3039,114.1839,Indoor
Hong Kong,Hong Kong Zoological and Botanical Gardens,Park,22.2774,114.1600,Outdoor
Hong Kong,Repulse Bay,Park,22.2369,114.2115,Outdoor
Hong Kong,Sky100 Observation Deck,Landmark,22.2982,114.1747,Indoor
Hong Kong,PMQ,Historic,22.2855,114.1500,Indoor
Hong Kong,Hong Kong Space Museum,Museum,22.2943,114.1728,Indoor
Hong Kong,Cheung Chau Island,Park,22.2073,114.0300,Outdoor
Hong Kong,Lamma Island,Park,22.2322,114.1090,Outdoor
Hong Kong,Hong Kong Museum of Art,Museum,22.2948,114.1730,Indoor
Hong Kong,Sai Kung,Park,22.3826,114.2707,Outdoor
Hong Kong,Po Lin Monastery,Historic,22.2550,113.9150,Indoor
Hong Kong,Tsim Sha Tsui Promenade,Neighborhood,22.2934,114.1721,Outdoor
Beijing,Forbidden City,Historic,39.9163,116.3972,Indoor
Beijing,Temple of Heaven,Historic,39.8822,116.4066,Indoor
Beijing,Great Wall at Badaling,Landmark,40.3600,116.0200,Outdoor
Beijing,Beihai Park,Park,39.9219,116.3860,Outdoor
Beijing, Summer Palace,Historic,39.9996,116.2755,Outdoor
Beijing,Tiananmen Square,Landmark,39.9087,116.3975,Outdoor
Beijing,National Museum of China,Museum,39.9040,116.3975,Indoor
Beijing,Hutongs of Beijing,Neighborhood,39.9228,116.3883,Outdoor
Beijing,798 Art Zone,Neighborhood,39.9841,116.4975,Indoor
Beijing,Beijing Zoo,Park,39.9370,116.3392,Outdoor
Beijing,Jingshan Park,Park,39.9241,116.3969,Outdoor
Beijing,Liulichang Cultural Street,Neighborhood,39.9186,116.3945,Outdoor
Beijing,China National Aviation Museum,Museum,40.0679,116.5855,Indoor
Beijing,Lama Temple,Historic,39.9491,116.4173,Indoor
Beijing,National Stadium (Bird's Nest),Landmark,39.9917,116.3967,Outdoor
Beijing,National Aquatics Center (Water Cube),Landmark,39.9911,116.3956,Indoor
Beijing,Beijing Planetarium,Museum,39.8995,116.3278,Indoor
Beijing,Panjiayuan Antique Market,Neighborhood,39.8719,116.4432,Outdoor
Beijing,China Science and Technology Museum,Museum,39.9067,116.4022,Indoor
Beijing,Olympic Forest Park,Park,40.0086,116.3909,Outdoor
Beijing,Shichahai Lake,Park,39.9393,116.3910,Outdoor
Beijing,Dashilan Street,Neighborhood,39.8998,116.3906,Outdoor
Beijing,CCTV Headquarters,Landmark,39.9120,116.4601,Outdoor
Beijing,Beijing Capital Museum,Museum,39.9040,116.3790,Indoor
Beijing,Prince Gong Mansion,Historic,39.9293,116.3893,Indoor
Barcelona,Sagrada Familia,Historic,41.4036,2.1744,Indoor
Barcelona,Park Güell,Park,41.4145,2.1527,Outdoor
Barcelona,La Rambla,Neighborhood,41.3809,2.1730,Outdoor
Barcelona,Gothic Quarter,Neighborhood,41.3839,2.1760,Outdoor
Barcelona,Camp Nou,Landmark,41.3809,2.1228,Outdoor
Barcelona,Montjuïc Castle,Historic,41.3636,2.1699,Outdoor
Barcelona,Picasso Museum,Museum,41.3856,2.1802,Indoor
Barcelona,Magic Fountain of Montjuïc,Landmark,41.3750,2.1513,Outdoor
Barcelona,Palau de la Música Catalana,Indoor,41.3879,2.1750,Indoor
Barcelona,Barceloneta Beach,Park,41.3780,2.1920,Outdoor
Barcelona,Parc de la Ciutadella,Park,41.3870,2.1870,Outdoor
Barcelona,MNAC – Museu Nacional d’Art de Catalunya,Museum,41.3685,2.1530,Indoor
Barcelona,Casa Batlló,Historic,41.3917,2.1649,Indoor
Barcelona,Casa Milà (La Pedrera),Historic,41.3954,2.1619,Indoor
Barcelona,Palau Güell,Historic,41.3794,2.1763,Indoor
Barcelona,Barcelona Cathedral,Historic,41.3841,2.1761,Indoor
Barcelona,Parc del Laberint d’Horta,Park,41.4382,2.1540,Outdoor
Barcelona,Tibidabo Amusement Park,Park,41.4225,2.1186,Outdoor
Barcelona,Mercat de Sant Josep de la Boqueria,Neighborhood,41.3826,2.1719,Indoor
Barcelona,Fabra Observatory,Historic,41.4216,2.1743,Indoor
Barcelona,Hospital de Sant Pau,Historic,41.4121,2.1740,Indoor
Barcelona,Columbus Monument,Landmark,41.3759,2.1774,Outdoor
Barcelona,Palau Reial de Pedralbes,Historic,41.3919,2.1218,Indoor
Barcelona,L’Aquàrium de Barcelona,Indoor,41.3749,2.1824,Indoor
Barcelona,CosmoCaixa Science Museum,Museum,41.4050,2.1447,Indoor
Amsterdam,Rijksmuseum,Museum,52.3599,4.8852,Indoor
Amsterdam,Van Gogh Museum,Museum,52.3584,4.8811,Indoor
Amsterdam,Anne Frank House,Historic,52.3752,4.8839,Indoor
Amsterdam,Canal Ring,Neighborhood,52.3731,4.8922,Outdoor
Amsterdam,Vondelpark,Park,52.3580,4.8686,Outdoor
Amsterdam,Heineken Experience,Indoor,52.3579,4.8910,Indoor
Amsterdam,Rembrandt House Museum,Museum,52.3725,4.9007,Indoor
Amsterdam,Amsterdam Museum,Museum,52.3730,4.8926,Indoor
Amsterdam,Begijnhof,Historic,52.3705,4.8921,Indoor
Amsterdam,Red Light District,Neighborhood,52.3740,4.8970,Outdoor
Amsterdam,Stedelijk Museum,Museum,52.3580,4.8790,Indoor
Amsterdam,NEMO Science Museum,Museum,52.3743,4.9126,Indoor
Amsterdam,Artis Zoo,Park,52.3660,4.9160,Outdoor
Amsterdam,Amsterdam Central Station,Landmark,52.3780,4.9000,Outdoor
Amsterdam,Magere Brug (Skinny Bridge),Landmark,52.3722,4.8960,Outdoor
Amsterdam,Albert Cuyp Market,Neighborhood,52.3572,4.8951,Outdoor
Amsterdam,Concertgebouw,Indoor,52.3577,4.8807,Indoor
Amsterdam,Oude Kerk,Historic,52.3741,4.8963,Indoor
Amsterdam,Flower Market (Bloemenmarkt),Neighborhood,52.3665,4.8958,Outdoor
Amsterdam,Amstel River,Park,52.3570,4.9000,Outdoor
Amsterdam,Scheepvaartmuseum (Maritime Museum),Museum,52.3744,4.9146,Indoor
Amsterdam,Jordaan District,Neighborhood,52.3790,4.8830,Outdoor
Amsterdam,Rembrandtplein,Neighborhood,52.3640,4.8950,Outdoor
Amsterdam,Hermitage Amsterdam,Museum,52.3685,4.9010,Indoor
Amsterdam,Beurs van Berlage,Historic,52.3760,4.8960,Indoor
Moscow,Red Square,Landmark,55.7539,37.6208,Outdoor
Moscow,Kremlin,Historic,55.7517,37.6178,Indoor
Moscow,St. Basil's Cathedral,Historic,55.7525,37.6231,Indoor
Moscow,Bolshoi Theatre,Theater,55.7601,37.6186,Indoor
Moscow,Lenin Mausoleum,Historic,55.7531,37.6200,Indoor
Moscow,Cathedral of Christ the Saviour,Historic,55.7440,37.6050,Indoor
Moscow,Arbat Street,Neighborhood,55.7522,37.6010,Outdoor
Moscow,Gorky Park,Park,55.7300,37.6030,Outdoor
Moscow,Moscow Metro Stations,Landmark,55.7520,37.6150,Indoor
Moscow,Novodevichy Convent,Historic,55.7295,37.5525,Indoor
Moscow,VDNKh,Park,55.8299,37.6403,Outdoor
Moscow,Moscow State University,Landmark,55.7033,37.5302,Outdoor
Moscow,Izmaylovsky Market,Shopping,55.7985,37.7472,Outdoor
Moscow,Pushkin State Museum of Fine Arts,Museum,55.7437,37.6032,Indoor
Moscow,Tretyakov Gallery,Museum,55.7413,37.6200,Indoor
Moscow,Moscow River Cruise,Recreation,55.7500,37.6200,Outdoor
Moscow,Zaryadye Park,Park,55.7512,37.6250,Outdoor
Moscow,Bolotnaya Square,Park,55.7420,37.6210,Outdoor
Moscow,Novinsky Boulevard,Neighborhood,55.7460,37.5850,Outdoor
Moscow,Christ the Savior Cathedral Bell Tower,Landmark,55.7445,37.6030,Indoor
Moscow,St. Petersburg Highway,Neighborhood,55.7800,37.5900,Outdoor
